timestamp,symbol,side,amount,price,reason,status
2025-11-21T04:20:52.146348,SUI/USDT,sell,838.3250609398343,1.4726,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:53.652030,STX/USDT,sell,3838.673770957711,0.3216,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:21:24.969242,SOL/USDT,sell,10.267306045687132,129.96,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:21:26.473413,AVAX/USDT,sell,98.16369408500697,13.593,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:21:27.977246,LTC/USDT,sell,15.450892701453215,86.36,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:21:29.482446,UNI/USDT,sell,207.09903673715658,6.443,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:21:30.987620,IMX/USDT,sell,4039.7792724719943,0.3303,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:21:32.493205,LDO/USDT,sell,2024.1794503906247,0.6592,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:21:33.998747,SEI/USDT,sell,9572.016454071018,0.1394,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:21:35.502554,XLM/USDT,sell,5717.942636687949,0.23336,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:22:27.228981,SOL/USDT,buy,10.48214813953354,129.7,LONG_RANGE_BB,FAILED: No execution after retries
2025-11-21T04:22:28.732335,AVAX/USDT,sell,100.01725989093653,13.593,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:22:30.236881,LTC/USDT,sell,15.766376130088137,86.23,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:22:31.742286,UNI/USDT,buy,211.37043123406406,6.432,LONG_RANGE_BB,FAILED: No execution after retries
2025-11-21T04:22:33.247999,ATOM/USDT,sell,527.84,2.672,EXIT_STOP,FAILED: No execution after retries
2025-11-21T04:22:34.753089,NEAR/USDT,sell,675.0420127594341,2.014,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:22:36.256331,IMX/USDT,sell,4116.0599869739635,0.3303,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:22:37.759624,VET/USDT,sell,102862.57196773097,0.013217,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:22:39.262808,LDO/USDT,sell,2062.4008096139264,0.6592,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:22:40.765863,SEI/USDT,sell,9801.979911301372,0.1387,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:23:04.962584,SOL/USDT,buy,10.622997355956052,129.7,LONG_RANGE_BB,FAILED: No execution after retries
2025-11-21T04:23:06.465961,AVAX/USDT,sell,101.36119745953799,13.593,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:23:07.969232,LINK/USDT,sell,108.73670247553468,12.671,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
